session_id,device,channel,viewed_product,added_to_cart,reached_checkout,completed_purchase
SESS_02358,Desktop,Paid Ads,1,1,1,1
SESS_02359,Mobile,Direct,0,0,0,0
SESS_02360,Desktop,Organic Search,1,0,0,0
SESS_02361,Desktop,Paid Ads,1,0,0,0
SESS_02362,Desktop,Organic Search,1,1,1,1
SESS_02363,Desktop,Paid Ads,0,0,0,0
SESS_02364,Desktop,Direct,1,1,1,1
SESS_02365,Mobile,Paid Ads,1,1,0,0
SESS_02366,Desktop,Direct,1,1,0,0
SESS_02367,Desktop,Paid Ads,1,1,0,0
SESS_02368,Mobile,Organic Search,1,0,0,0
SESS_02369,Desktop,Organic Search,0,0,0,0
SESS_02370,Mobile,Paid Ads,1,0,0,0
SESS_02371,Mobile,Direct,1,0,0,0
SESS_02372,Mobile,Organic Search,0,0,0,0
SESS_02373,Mobile,Organic Search,1,0,0,0
SESS_02374,Desktop,Organic Search,0,0,0,0
SESS_02375,Mobile,Social Media,0,0,0,0
SESS_02376,Desktop,Paid Ads,1,1,1,1
SESS_02377,Desktop,Direct,1,1,0,0
SESS_02378,Mobile,Paid Ads,1,0,0,0
SESS_02379,Desktop,Organic Search,0,0,0,0
SESS_02380,Mobile,Social Media,0,0,0,0
SESS_02381,Mobile,Organic Search,1,0,0,0
SESS_02382,Mobile,Organic Search,1,1,1,1
SESS_02383,Tablet,Organic Search,1,0,0,0
SESS_02384,Desktop,Organic Search,0,0,0,0
SESS_02385,Desktop,Organic Search,1,0,0,0
SESS_02386,Mobile,Direct,1,1,1,1
SESS_02387,Desktop,Paid Ads,1,0,0,0
SESS_02388,Mobile,Organic Search,1,1,0,0
SESS_02389,Mobile,Social Media,0,0,0,0
SESS_02390,Mobile,Organic Search,1,1,1,1
SESS_02391,Desktop,Paid Ads,1,0,0,0
SESS_02392,Desktop,Social Media,1,1,1,1
SESS_02393,Desktop,Paid Ads,1,0,0,0
SESS_02394,Desktop,Social Media,1,0,0,0
SESS_02395,Mobile,Paid Ads,1,0,0,0
SESS_02396,Desktop,Organic Search,1,1,0,0
SESS_02397,Desktop,Paid Ads,0,0,0,0
SESS_02398,Desktop,Direct,1,1,0,0
SESS_02399,Mobile,Organic Search,0,0,0,0
SESS_02400,Mobile,Direct,1,1,1,1
SESS_02401,Desktop,Paid Ads,1,1,0,0
SESS_02402,Desktop,Organic Search,1,0,0,0
SESS_02403,Desktop,Organic Search,1,1,0,0
SESS_02404,Desktop,Organic Search,1,1,0,0
SESS_02405,Mobile,Social Media,1,0,0,0
SESS_02406,Mobile,Direct,1,0,0,0
SESS_02407,Desktop,Direct,1,0,0,0
SESS_02408,Desktop,Direct,1,0,0,0
SESS_02409,Tablet,Social Media,1,0,0,0
SESS_02410,Desktop,Social Media,1,0,0,0
SESS_02411,Mobile,Paid Ads,1,0,0,0
SESS_02412,Desktop,Social Media,1,0,0,0
SESS_02413,Desktop,Direct,0,0,0,0
SESS_02414,Desktop,Social Media,1,0,0,0
SESS_02415,Mobile,Direct,0,0,0,0
SESS_02416,Tablet,Direct,1,1,1,1
SESS_02417,Desktop,Direct,0,0,0,0
SESS_02418,Desktop,Organic Search,1,0,0,0
SESS_02419,Desktop,Paid Ads,1,0,0,0
SESS_02420,Desktop,Organic Search,1,1,0,0
SESS_02421,Desktop,Social Media,1,0,0,0
SESS_02422,Desktop,Organic Search,0,0,0,0
SESS_02423,Mobile,Direct,1,1,0,0
SESS_02424,Desktop,Organic Search,1,0,0,0
SESS_02425,Desktop,Paid Ads,1,0,0,0
SESS_02426,Tablet,Paid Ads,1,0,0,0
SESS_02427,Desktop,Organic Search,1,0,0,0
SESS_02428,Tablet,Organic Search,1,0,0,0
SESS_02429,Desktop,Organic Search,1,0,0,0
SESS_02430,Mobile,Paid Ads,1,1,0,0
SESS_02431,Mobile,Social Media,1,0,0,0
SESS_02432,Mobile,Direct,1,0,0,0
SESS_02433,Tablet,Social Media,1,0,0,0
SESS_02434,Desktop,Organic Search,1,1,1,0
SESS_02435,Tablet,Organic Search,1,1,1,1
SESS_02436,Desktop,Social Media,0,0,0,0
SESS_02437,Desktop,Organic Search,1,0,0,0
SESS_02438,Desktop,Organic Search,0,0,0,0
SESS_02439,Mobile,Direct,1,0,0,0
SESS_02440,Desktop,Direct,0,0,0,0
SESS_02441,Mobile,Paid Ads,1,1,0,0
SESS_02442,Mobile,Paid Ads,1,1,0,0
SESS_02443,Mobile,Social Media,1,1,1,1
SESS_02444,Mobile,Direct,1,0,0,0
SESS_02445,Desktop,Direct,0,0,0,0
SESS_02446,Desktop,Direct,1,1,1,1
SESS_02447,Desktop,Organic Search,1,1,0,0
SESS_02448,Desktop,Social Media,1,1,1,1
SESS_02449,Desktop,Paid Ads,0,0,0,0
SESS_02450,Desktop,Organic Search,1,0,0,0
SESS_02451,Desktop,Social Media,1,0,0,0
SESS_02452,Tablet,Paid Ads,1,0,0,0
SESS_02453,Mobile,Direct,1,0,0,0
SESS_02454,Desktop,Paid Ads,0,0,0,0
SESS_02455,Mobile,Organic Search,1,1,0,0
SESS_02456,Desktop,Direct,1,1,1,0
SESS_02457,Desktop,Direct,1,0,0,0
SESS_02458,Mobile,Organic Search,0,0,0,0
SESS_02459,Desktop,Organic Search,1,0,0,0
SESS_02460,Desktop,Organic Search,0,0,0,0
SESS_02461,Tablet,Direct,1,0,0,0
SESS_02462,Mobile,Paid Ads,1,1,0,0
SESS_02463,Mobile,Social Media,1,1,0,0
SESS_02464,Mobile,Paid Ads,1,1,0,0
SESS_02465,Mobile,Organic Search,0,0,0,0
SESS_02466,Desktop,Direct,1,0,0,0
SESS_02467,Desktop,Direct,1,0,0,0
SESS_02468,Desktop,Direct,0,0,0,0
SESS_02469,Desktop,Organic Search,1,1,1,1
SESS_02470,Mobile,Paid Ads,1,1,0,0
SESS_02471,Desktop,Paid Ads,1,1,1,1
SESS_02472,Tablet,Paid Ads,1,1,1,0
SESS_02473,Tablet,Organic Search,0,0,0,0
SESS_02474,Mobile,Organic Search,1,1,0,0
SESS_02475,Mobile,Paid Ads,1,0,0,0
SESS_02476,Mobile,Organic Search,1,1,0,0
SESS_02477,Desktop,Direct,1,1,1,1
SESS_02478,Mobile,Organic Search,1,1,0,0
SESS_02479,Desktop,Organic Search,1,0,0,0
SESS_02480,Mobile,Direct,1,0,0,0
SESS_02481,Desktop,Paid Ads,1,1,1,1
SESS_02482,Mobile,Social Media,1,0,0,0
SESS_02483,Tablet,Direct,1,1,1,1
SESS_02484,Desktop,Direct,1,0,0,0
SESS_02485,Desktop,Paid Ads,1,1,0,0
SESS_02486,Tablet,Direct,1,0,0,0
SESS_02487,Desktop,Organic Search,0,0,0,0
SESS_02488,Mobile,Direct,1,0,0,0
SESS_02489,Mobile,Direct,1,1,0,0
SESS_02490,Desktop,Paid Ads,0,0,0,0
SESS_02491,Desktop,Paid Ads,1,0,0,0
SESS_02492,Desktop,Direct,1,0,0,0
SESS_02493,Mobile,Organic Search,0,0,0,0
SESS_02494,Desktop,Direct,1,1,0,0
SESS_02495,Mobile,Direct,1,1,1,1
SESS_02496,Desktop,Social Media,1,0,0,0
SESS_02497,Mobile,Paid Ads,0,0,0,0
SESS_02498,Mobile,Organic Search,0,0,0,0
SESS_02499,Tablet,Paid Ads,0,0,0,0
SESS_02500,Desktop,Paid Ads,1,1,0,0
SESS_02501,Mobile,Paid Ads,1,1,0,0
SESS_02502,Mobile,Direct,1,1,0,0
SESS_02503,Mobile,Direct,1,0,0,0
SESS_02504,Tablet,Paid Ads,0,0,0,0
SESS_02505,Desktop,Organic Search,1,0,0,0
SESS_02506,Desktop,Social Media,1,1,1,0
SESS_02507,Mobile,Paid Ads,1,1,0,0
SESS_02508,Desktop,Social Media,1,0,0,0
SESS_02509,Mobile,Direct,1,0,0,0
SESS_02510,Mobile,Social Media,1,1,0,0
SESS_02511,Desktop,Organic Search,1,1,1,1
SESS_02512,Mobile,Social Media,1,1,0,0
SESS_02513,Desktop,Direct,0,0,0,0
SESS_02514,Mobile,Organic Search,1,1,0,0
SESS_02515,Mobile,Paid Ads,1,0,0,0
SESS_02516,Tablet,Organic Search,0,0,0,0
SESS_02517,Desktop,Organic Search,1,0,0,0
SESS_02518,Desktop,Social Media,1,0,0,0
SESS_02519,Mobile,Organic Search,1,0,0,0
SESS_02520,Mobile,Paid Ads,1,1,1,1
SESS_02521,Mobile,Direct,1,1,0,0
SESS_02522,Desktop,Paid Ads,1,1,0,0
SESS_02523,Desktop,Paid Ads,1,0,0,0
SESS_02524,Desktop,Organic Search,1,0,0,0
SESS_02525,Mobile,Direct,1,1,0,0
SESS_02526,Desktop,Organic Search,1,0,0,0
SESS_02527,Desktop,Direct,1,0,0,0
SESS_02528,Tablet,Direct,1,1,0,0
SESS_02529,Desktop,Paid Ads,1,1,1,1
SESS_02530,Tablet,Direct,1,1,0,0
SESS_02531,Mobile,Direct,1,0,0,0
SESS_02532,Mobile,Paid Ads,1,1,0,0
SESS_02533,Desktop,Direct,0,0,0,0
SESS_02534,Desktop,Organic Search,1,0,0,0
SESS_02535,Mobile,Direct,1,0,0,0
SESS_02536,Mobile,Organic Search,1,0,0,0
SESS_02537,Mobile,Paid Ads,1,0,0,0
SESS_02538,Desktop,Paid Ads,1,1,1,1
SESS_02539,Mobile,Organic Search,0,0,0,0
SESS_02540,Mobile,Direct,1,0,0,0
SESS_02541,Mobile,Direct,0,0,0,0
SESS_02542,Mobile,Organic Search,1,1,0,0
SESS_02543,Mobile,Social Media,1,1,0,0
SESS_02544,Mobile,Direct,0,0,0,0
SESS_02545,Desktop,Organic Search,1,0,0,0
SESS_02546,Desktop,Direct,0,0,0,0
SESS_02547,Desktop,Paid Ads,0,0,0,0
SESS_02548,Desktop,Paid Ads,1,0,0,0
SESS_02549,Desktop,Paid Ads,1,1,1,1
SESS_02550,Desktop,Social Media,1,0,0,0
SESS_02551,Desktop,Organic Search,1,1,0,0
SESS_02552,Desktop,Direct,1,0,0,0
SESS_02553,Mobile,Organic Search,1,1,0,0
SESS_02554,Tablet,Paid Ads,1,1,1,1
SESS_02555,Desktop,Paid Ads,1,1,0,0
SESS_02556,Tablet,Organic Search,1,0,0,0
SESS_02557,Mobile,Paid Ads,1,0,0,0
SESS_02558,Desktop,Paid Ads,1,1,0,0
SESS_02559,Desktop,Social Media,1,1,1,0
SESS_02560,Mobile,Organic Search,1,0,0,0
SESS_02561,Mobile,Paid Ads,1,1,1,1
SESS_02562,Mobile,Direct,1,0,0,0
SESS_02563,Desktop,Paid Ads,0,0,0,0
SESS_02564,Desktop,Social Media,1,0,0,0
SESS_02565,Desktop,Organic Search,1,0,0,0
SESS_02566,Desktop,Paid Ads,1,1,1,1
SESS_02567,Desktop,Paid Ads,1,1,1,1
SESS_02568,Desktop,Direct,1,1,0,0
SESS_02569,Mobile,Organic Search,1,1,0,0
SESS_02570,Tablet,Direct,1,0,0,0
SESS_02571,Desktop,Social Media,1,1,0,0
SESS_02572,Tablet,Paid Ads,0,0,0,0
SESS_02573,Desktop,Direct,1,0,0,0
SESS_02574,Desktop,Direct,1,1,0,0
SESS_02575,Desktop,Organic Search,1,1,1,1
SESS_02576,Mobile,Organic Search,1,1,0,0
SESS_02577,Tablet,Direct,1,1,1,1
SESS_02578,Mobile,Organic Search,1,1,0,0
SESS_02579,Desktop,Organic Search,1,1,1,0
SESS_02580,Mobile,Direct,1,0,0,0
SESS_02581,Desktop,Paid Ads,1,0,0,0
SESS_02582,Mobile,Social Media,1,1,1,1
SESS_02583,Mobile,Paid Ads,1,1,1,1
SESS_02584,Desktop,Paid Ads,1,0,0,0
SESS_02585,Mobile,Direct,1,1,1,1
SESS_02586,Mobile,Organic Search,1,1,0,0
SESS_02587,Desktop,Direct,1,0,0,0
SESS_02588,Mobile,Paid Ads,1,0,0,0
SESS_02589,Desktop,Social Media,1,0,0,0
SESS_02590,Mobile,Paid Ads,0,0,0,0
SESS_02591,Mobile,Social Media,1,0,0,0
SESS_02592,Mobile,Paid Ads,0,0,0,0
SESS_02593,Mobile,Organic Search,1,0,0,0
SESS_02594,Mobile,Organic Search,1,1,1,1
SESS_02595,Desktop,Direct,1,1,1,1
SESS_02596,Mobile,Direct,1,0,0,0
SESS_02597,Desktop,Paid Ads,0,0,0,0
SESS_02598,Desktop,Organic Search,1,0,0,0
SESS_02599,Desktop,Organic Search,1,1,1,1
SESS_02600,Desktop,Organic Search,1,1,1,1
SESS_02601,Mobile,Organic Search,1,0,0,0
SESS_02602,Desktop,Organic Search,0,0,0,0
SESS_02603,Mobile,Organic Search,1,1,1,1
SESS_02604,Desktop,Organic Search,1,1,1,1
SESS_02605,Desktop,Paid Ads,1,0,0,0
SESS_02606,Mobile,Organic Search,0,0,0,0
SESS_02607,Desktop,Paid Ads,1,0,0,0
SESS_02608,Desktop,Social Media,0,0,0,0
SESS_02609,Mobile,Social Media,1,0,0,0
SESS_02610,Desktop,Social Media,1,0,0,0
SESS_02611,Mobile,Organic Search,1,1,0,0
SESS_02612,Desktop,Direct,1,0,0,0
SESS_02613,Desktop,Organic Search,1,1,1,0
SESS_02614,Mobile,Organic Search,1,1,0,0
SESS_02615,Desktop,Social Media,1,0,0,0
SESS_02616,Desktop,Paid Ads,1,0,0,0
SESS_02617,Desktop,Direct,0,0,0,0
SESS_02618,Desktop,Direct,1,1,1,1
SESS_02619,Mobile,Direct,1,1,0,0
SESS_02620,Desktop,Paid Ads,1,0,0,0
SESS_02621,Mobile,Paid Ads,1,1,0,0
SESS_02622,Mobile,Social Media,0,0,0,0
SESS_02623,Desktop,Social Media,1,1,1,1
SESS_02624,Tablet,Direct,1,0,0,0
SESS_02625,Desktop,Organic Search,1,0,0,0
SESS_02626,Tablet,Direct,1,1,1,0
SESS_02627,Desktop,Organic Search,1,0,0,0
SESS_02628,Mobile,Social Media,1,1,0,0
SESS_02629,Desktop,Organic Search,1,1,0,0
SESS_02630,Desktop,Paid Ads,1,1,0,0
SESS_02631,Mobile,Organic Search,0,0,0,0
SESS_02632,Mobile,Direct,1,1,0,0
SESS_02633,Desktop,Direct,0,0,0,0
SESS_02634,Desktop,Organic Search,0,0,0,0
SESS_02635,Mobile,Paid Ads,1,1,0,0
SESS_02636,Mobile,Direct,1,0,0,0
SESS_02637,Tablet,Paid Ads,1,0,0,0
SESS_02638,Mobile,Paid Ads,1,0,0,0
SESS_02639,Tablet,Organic Search,1,0,0,0
SESS_02640,Mobile,Paid Ads,1,0,0,0
SESS_02641,Desktop,Organic Search,1,1,1,1
SESS_02642,Desktop,Paid Ads,1,1,0,0
SESS_02643,Mobile,Paid Ads,1,0,0,0
SESS_02644,Mobile,Social Media,1,0,0,0
SESS_02645,Desktop,Organic Search,1,0,0,0
SESS_02646,Desktop,Organic Search,1,0,0,0
SESS_02647,Tablet,Direct,0,0,0,0
SESS_02648,Mobile,Direct,1,1,0,0
SESS_02649,Desktop,Paid Ads,1,0,0,0
SESS_02650,Desktop,Social Media,1,1,1,1
SESS_02651,Desktop,Organic Search,1,1,1,1
SESS_02652,Desktop,Direct,1,1,1,1
SESS_02653,Desktop,Organic Search,1,1,1,1
SESS_02654,Desktop,Organic Search,0,0,0,0
SESS_02655,Mobile,Organic Search,1,1,0,0
SESS_02656,Desktop,Direct,1,0,0,0
SESS_02657,Mobile,Paid Ads,1,0,0,0
SESS_02658,Mobile,Direct,1,1,1,1
SESS_02659,Desktop,Organic Search,1,1,1,1
SESS_02660,Mobile,Paid Ads,1,1,0,0
SESS_02661,Desktop,Organic Search,0,0,0,0
SESS_02662,Mobile,Paid Ads,1,1,1,1
SESS_02663,Desktop,Paid Ads,1,1,1,1
SESS_02664,Mobile,Paid Ads,1,1,0,0
SESS_02665,Mobile,Organic Search,1,0,0,0
SESS_02666,Desktop,Organic Search,1,0,0,0
SESS_02667,Desktop,Paid Ads,1,0,0,0
SESS_02668,Mobile,Paid Ads,0,0,0,0
SESS_02669,Mobile,Organic Search,1,1,0,0
SESS_02670,Desktop,Direct,1,0,0,0
SESS_02671,Mobile,Direct,0,0,0,0
SESS_02672,Desktop,Direct,1,0,0,0
SESS_02673,Mobile,Organic Search,1,0,0,0
SESS_02674,Desktop,Direct,1,1,1,1
SESS_02675,Mobile,Organic Search,1,1,0,0
SESS_02676,Desktop,Paid Ads,1,0,0,0
SESS_02677,Desktop,Organic Search,1,1,1,1
SESS_02678,Desktop,Paid Ads,1,1,1,1
SESS_02679,Desktop,Paid Ads,1,0,0,0
SESS_02680,Mobile,Direct,1,0,0,0
SESS_02681,Desktop,Paid Ads,0,0,0,0
SESS_02682,Mobile,Paid Ads,1,0,0,0
SESS_02683,Desktop,Organic Search,1,1,1,1
SESS_02684,Desktop,Direct,1,1,0,0
SESS_02685,Desktop,Organic Search,1,0,0,0
SESS_02686,Desktop,Social Media,0,0,0,0
SESS_02687,Desktop,Paid Ads,1,1,1,1
SESS_02688,Desktop,Direct,1,1,1,1
SESS_02689,Desktop,Paid Ads,1,1,1,1
SESS_02690,Desktop,Organic Search,1,0,0,0
SESS_02691,Mobile,Organic Search,1,1,1,1
SESS_02692,Mobile,Paid Ads,0,0,0,0
SESS_02693,Desktop,Organic Search,1,0,0,0
SESS_02694,Desktop,Paid Ads,0,0,0,0
SESS_02695,Tablet,Paid Ads,1,0,0,0
SESS_02696,Mobile,Paid Ads,0,0,0,0
SESS_02697,Mobile,Direct,1,1,1,1
SESS_02698,Desktop,Paid Ads,0,0,0,0
SESS_02699,Mobile,Social Media,1,1,0,0
SESS_02700,Mobile,Direct,0,0,0,0
SESS_02701,Mobile,Organic Search,1,0,0,0
SESS_02702,Tablet,Organic Search,1,1,1,1
SESS_02703,Desktop,Paid Ads,1,0,0,0
SESS_02704,Desktop,Paid Ads,0,0,0,0
SESS_02705,Mobile,Direct,1,1,0,0
SESS_02706,Mobile,Social Media,1,1,1,0
SESS_02707,Desktop,Direct,1,0,0,0
SESS_02708,Desktop,Paid Ads,1,0,0,0
SESS_02709,Desktop,Organic Search,1,1,0,0
SESS_02710,Desktop,Organic Search,1,1,0,0
SESS_02711,Mobile,Direct,1,0,0,0
SESS_02712,Mobile,Direct,1,1,0,0
SESS_02713,Desktop,Paid Ads,0,0,0,0
SESS_02714,Desktop,Organic Search,0,0,0,0
SESS_02715,Desktop,Direct,1,0,0,0
SESS_02716,Desktop,Direct,1,1,1,1
SESS_02717,Mobile,Direct,1,1,0,0
SESS_02718,Tablet,Paid Ads,1,0,0,0
SESS_02719,Mobile,Paid Ads,1,1,0,0
SESS_02720,Desktop,Direct,1,0,0,0
SESS_02721,Mobile,Organic Search,1,0,0,0
SESS_02722,Mobile,Direct,1,1,1,1
SESS_02723,Mobile,Social Media,1,1,0,0
SESS_02724,Desktop,Social Media,1,0,0,0
SESS_02725,Desktop,Paid Ads,1,1,0,0
SESS_02726,Desktop,Social Media,1,1,1,1
SESS_02727,Desktop,Paid Ads,1,0,0,0
SESS_02728,Desktop,Paid Ads,1,0,0,0
SESS_02729,Desktop,Organic Search,1,1,1,1
SESS_02730,Desktop,Organic Search,1,1,1,1
SESS_02731,Mobile,Direct,1,1,0,0
SESS_02732,Desktop,Organic Search,1,0,0,0
SESS_02733,Desktop,Paid Ads,1,0,0,0
SESS_02734,Tablet,Direct,1,0,0,0
SESS_02735,Tablet,Organic Search,1,0,0,0
SESS_02736,Mobile,Organic Search,1,0,0,0
SESS_02737,Tablet,Direct,1,1,1,1
SESS_02738,Mobile,Organic Search,1,1,0,0
SESS_02739,Tablet,Social Media,1,0,0,0
SESS_02740,Desktop,Paid Ads,0,0,0,0
SESS_02741,Desktop,Paid Ads,1,1,1,0
SESS_02742,Desktop,Organic Search,1,1,1,1
SESS_02743,Desktop,Organic Search,1,0,0,0
SESS_02744,Desktop,Direct,1,1,1,1
SESS_02745,Mobile,Social Media,1,1,0,0
SESS_02746,Mobile,Direct,1,0,0,0
SESS_02747,Mobile,Direct,0,0,0,0
SESS_02748,Desktop,Paid Ads,1,0,0,0
SESS_02749,Mobile,Direct,1,1,0,0
SESS_02750,Mobile,Organic Search,1,0,0,0
SESS_02751,Desktop,Direct,1,1,0,0
SESS_02752,Mobile,Direct,0,0,0,0
SESS_02753,Desktop,Direct,1,0,0,0
SESS_02754,Desktop,Direct,1,0,0,0
SESS_02755,Tablet,Paid Ads,0,0,0,0
SESS_02756,Desktop,Paid Ads,1,1,1,0
SESS_02757,Desktop,Organic Search,1,0,0,0
SESS_02758,Mobile,Social Media,0,0,0,0
SESS_02759,Mobile,Direct,1,0,0,0
SESS_02760,Desktop,Organic Search,1,0,0,0
SESS_02761,Desktop,Direct,1,1,0,0
SESS_02762,Desktop,Paid Ads,0,0,0,0
SESS_02763,Mobile,Organic Search,0,0,0,0
SESS_02764,Desktop,Paid Ads,1,0,0,0
SESS_02765,Desktop,Paid Ads,0,0,0,0
SESS_02766,Tablet,Organic Search,1,1,1,1
SESS_02767,Mobile,Paid Ads,1,0,0,0
SESS_02768,Desktop,Social Media,1,0,0,0
SESS_02769,Mobile,Organic Search,1,0,0,0
SESS_02770,Mobile,Organic Search,1,0,0,0
SESS_02771,Desktop,Paid Ads,1,0,0,0
SESS_02772,Desktop,Paid Ads,1,0,0,0
SESS_02773,Mobile,Direct,0,0,0,0
SESS_02774,Desktop,Organic Search,1,0,0,0
SESS_02775,Mobile,Organic Search,0,0,0,0
SESS_02776,Desktop,Organic Search,0,0,0,0
SESS_02777,Desktop,Direct,1,0,0,0
SESS_02778,Desktop,Social Media,1,0,0,0
SESS_02779,Desktop,Paid Ads,1,1,0,0
SESS_02780,Desktop,Organic Search,1,0,0,0
SESS_02781,Desktop,Paid Ads,1,1,1,1
SESS_02782,Mobile,Social Media,1,0,0,0
SESS_02783,Tablet,Direct,1,1,1,1
SESS_02784,Mobile,Organic Search,1,0,0,0
SESS_02785,Mobile,Organic Search,1,0,0,0
SESS_02786,Desktop,Paid Ads,1,0,0,0
SESS_02787,Tablet,Direct,1,0,0,0
SESS_02788,Desktop,Social Media,0,0,0,0
SESS_02789,Tablet,Organic Search,1,0,0,0
SESS_02790,Tablet,Organic Search,0,0,0,0
SESS_02791,Mobile,Organic Search,1,1,0,0
SESS_02792,Tablet,Direct,1,1,1,0
SESS_02793,Mobile,Paid Ads,1,1,1,1
SESS_02794,Desktop,Social Media,1,0,0,0
SESS_02795,Desktop,Organic Search,1,0,0,0
SESS_02796,Mobile,Social Media,0,0,0,0
SESS_02797,Desktop,Paid Ads,1,0,0,0
SESS_02798,Mobile,Organic Search,1,1,1,1
SESS_02799,Tablet,Paid Ads,1,0,0,0
SESS_02800,Desktop,Organic Search,1,1,0,0
SESS_02801,Mobile,Organic Search,1,1,1,1
SESS_02802,Tablet,Direct,1,1,1,0
SESS_02803,Tablet,Paid Ads,1,1,0,0
SESS_02804,Tablet,Direct,1,1,1,1
SESS_02805,Mobile,Paid Ads,0,0,0,0
SESS_02806,Tablet,Paid Ads,1,1,1,1
SESS_02807,Mobile,Direct,1,1,0,0
SESS_02808,Desktop,Organic Search,1,0,0,0
SESS_02809,Desktop,Organic Search,1,1,1,1
SESS_02810,Mobile,Organic Search,1,1,0,0
SESS_02811,Desktop,Organic Search,1,1,1,1
SESS_02812,Mobile,Organic Search,1,0,0,0
SESS_02813,Mobile,Organic Search,1,0,0,0
SESS_02814,Desktop,Direct,1,0,0,0
SESS_02815,Mobile,Direct,1,0,0,0
SESS_02816,Mobile,Direct,1,1,1,1
SESS_02817,Desktop,Paid Ads,1,1,1,1
SESS_02818,Desktop,Social Media,1,1,1,1
SESS_02819,Desktop,Organic Search,1,0,0,0
SESS_02820,Desktop,Organic Search,0,0,0,0
SESS_02821,Tablet,Direct,1,1,1,1
SESS_02822,Desktop,Organic Search,1,1,1,1
SESS_02823,Mobile,Direct,1,1,0,0
SESS_02824,Desktop,Paid Ads,1,1,1,1
SESS_02825,Desktop,Social Media,1,0,0,0
SESS_02826,Mobile,Direct,0,0,0,0
SESS_02827,Mobile,Paid Ads,1,0,0,0
SESS_02828,Desktop,Direct,1,1,0,0
SESS_02829,Desktop,Organic Search,1,1,1,1
SESS_02830,Desktop,Direct,1,0,0,0
SESS_02831,Desktop,Organic Search,1,0,0,0
SESS_02832,Mobile,Direct,1,1,0,0
SESS_02833,Desktop,Organic Search,1,0,0,0
SESS_02834,Desktop,Organic Search,1,0,0,0
SESS_02835,Desktop,Organic Search,1,1,1,1
SESS_02836,Tablet,Paid Ads,1,0,0,0
SESS_02837,Tablet,Social Media,1,1,1,1
SESS_02838,Desktop,Organic Search,1,0,0,0
SESS_02839,Mobile,Direct,1,1,0,0
SESS_02840,Desktop,Organic Search,1,0,0,0
SESS_02841,Desktop,Social Media,0,0,0,0
SESS_02842,Mobile,Organic Search,0,0,0,0
SESS_02843,Tablet,Organic Search,1,0,0,0
SESS_02844,Tablet,Direct,1,0,0,0
SESS_02845,Mobile,Organic Search,0,0,0,0
SESS_02846,Desktop,Organic Search,1,0,0,0
SESS_02847,Mobile,Social Media,1,0,0,0
SESS_02848,Desktop,Social Media,1,0,0,0
SESS_02849,Mobile,Direct,1,1,0,0
SESS_02850,Desktop,Organic Search,1,1,1,1
SESS_02851,Mobile,Direct,1,1,0,0
SESS_02852,Desktop,Organic Search,1,1,1,1
SESS_02853,Desktop,Social Media,1,1,1,1
SESS_02854,Tablet,Organic Search,1,0,0,0
SESS_02855,Desktop,Organic Search,1,0,0,0
SESS_02856,Mobile,Direct,1,0,0,0
SESS_02857,Desktop,Paid Ads,1,0,0,0
SESS_02858,Desktop,Paid Ads,1,1,1,1
SESS_02859,Desktop,Organic Search,1,1,0,0
SESS_02860,Desktop,Direct,1,0,0,0
SESS_02861,Mobile,Organic Search,1,0,0,0
SESS_02862,Desktop,Social Media,1,1,1,0
SESS_02863,Tablet,Organic Search,1,0,0,0
SESS_02864,Mobile,Organic Search,1,1,1,1
SESS_02865,Desktop,Organic Search,1,1,1,1
SESS_02866,Mobile,Paid Ads,1,1,0,0
SESS_02867,Mobile,Organic Search,1,1,0,0
SESS_02868,Mobile,Direct,1,0,0,0
SESS_02869,Desktop,Organic Search,1,1,1,1
SESS_02870,Desktop,Paid Ads,1,0,0,0
SESS_02871,Mobile,Paid Ads,1,1,0,0
SESS_02872,Tablet,Social Media,1,0,0,0
SESS_02873,Mobile,Organic Search,1,0,0,0
SESS_02874,Desktop,Direct,1,0,0,0
SESS_02875,Mobile,Social Media,1,1,1,0
SESS_02876,Desktop,Organic Search,1,0,0,0
SESS_02877,Desktop,Paid Ads,1,0,0,0
SESS_02878,Desktop,Paid Ads,1,1,0,0
SESS_02879,Mobile,Organic Search,1,1,1,0
SESS_02880,Desktop,Direct,0,0,0,0
SESS_02881,Desktop,Paid Ads,1,1,0,0
SESS_02882,Mobile,Paid Ads,1,1,0,0
SESS_02883,Desktop,Organic Search,1,0,0,0
SESS_02884,Desktop,Organic Search,0,0,0,0
SESS_02885,Desktop,Direct,0,0,0,0
SESS_02886,Tablet,Direct,1,0,0,0
SESS_02887,Mobile,Organic Search,1,0,0,0
SESS_02888,Desktop,Organic Search,1,1,1,1
SESS_02889,Mobile,Social Media,1,0,0,0
SESS_02890,Mobile,Paid Ads,1,1,1,1
SESS_02891,Desktop,Paid Ads,1,1,0,0
SESS_02892,Mobile,Organic Search,1,1,1,0
SESS_02893,Mobile,Direct,1,0,0,0
SESS_02894,Mobile,Social Media,1,0,0,0
SESS_02895,Desktop,Organic Search,1,1,0,0
SESS_02896,Mobile,Direct,1,1,0,0
SESS_02897,Mobile,Organic Search,1,1,0,0
SESS_02898,Desktop,Social Media,1,0,0,0
SESS_02899,Desktop,Social Media,1,0,0,0
SESS_02900,Desktop,Direct,1,1,1,0
SESS_02901,Desktop,Social Media,1,1,0,0
SESS_02902,Mobile,Organic Search,1,0,0,0
